Gene Name,Gene ID,Current Status,Attempt 1,Attempt 2
Oscimum basilicum Gernaiol synthase,BBF10K_000651,sequence_confirmed,sequence_confirmed,N/A
Picrorhiza kurrooa geraniol 10-hydroxylase,BBF10K_000652,cloning_failure,cloning_failure,N/A
