,Gene,Destination
0,BBF10K_000027,A1
1,BBF10K_000118,B1
2,BBF10K_000116,C1
3,BBF10K_000223,D1
4,BBF10K_000122,E1
5,BBF10K_000382,F1
6,BBF10K_000149,G1
7,BBF10K_000277,H1
8,BBF10K_000182,A2
10,BBF10K_000394,B2
11,BBF10K_000211,C2
12,BBF10K_000115,D2
13,BBF10K_000058,E2
14,BBF10K_000237,F2
15,BBF10K_000024,G2
16,BBF10K_000368,H2
17,BBF10K_000064,A3
18,BBF10K_000044,B3
19,BBF10K_000381,C3
20,BBF10K_000181,D3
21,BBF10K_000395,E3
23,BBF10K_000417,F3
24,BBF10K_000040,G3
25,BBF10K_000413,H3
