,Gene,Destination
0,BBF10K_000001,A1
1,BBF10K_000005,B1
2,BBF10K_000011,C1
3,BBF10K_000015,D1
4,BBF10K_000020,E1
5,BBF10K_000029,F1
6,BBF10K_000031,G1
7,BBF10K_000039,H1
