,Gene,Destination
52,BBF10K_000363,A7
53,BBF10K_000321,B7
54,BBF10K_000231,C7
55,BBF10K_000071,D7
56,BBF10K_000200,E7
57,BBF10K_000401,F7
58,BBF10K_000163,G7
60,BBF10K_000146,H7
61,BBF10K_000384,A8
62,BBF10K_000108,B8
63,BBF10K_000336,C8
64,BBF10K_000063,D8
65,BBF10K_000147,E8
66,BBF10K_000274,F8
67,BBF10K_000378,G8
68,BBF10K_000329,H8
69,BBF10K_000189,A9
70,BBF10K_000190,B9
71,BBF10K_000406,C9
72,BBF10K_000133,D9
73,BBF10K_000399,E9
74,BBF10K_000238,F9
75,BBF10K_000239,G9
76,BBF10K_000128,H9
