Build,Part,Source Well,Target Well
build028,BBF10K_001343,A1,A1
build028,BBF10K_001705,B1,B1
build028,BBF10K_001769,C1,C1
build028,BBF10K_002052,D1,D1
build028,BBF10K_002396,E1,E1
build028,BBF10K_001620,F1,F1
build028,BBF10K_002956,G1,G1
build028,BBF10K_003076,H1,H1
build028,BBF10K_002973,A2,A2
build028,BBF10K_001261,B2,B2
build028,BBF10K_001270,C2,C2
build028,BBF10K_001273,D2,D2
build028,BBF10K_001303,E2,E2
build028,BBF10K_002974,F2,F2
build028,BBF10K_001319,G2,G2
build028,BBF10K_001327,H2,H2
build028,BBF10K_001340,A3,A3
build028,BBF10K_001354,B3,B3
build028,BBF10K_001400,C3,C3
build028,BBF10K_001429,D3,D3
build028,BBF10K_001435,E3,E3
build028,BBF10K_001445,F3,F3
build028,BBF10K_001471,G3,G3
build028,BBF10K_001477,H3,H3
build028,BBF10K_001533,A4,A4
build028,BBF10K_001534,B4,B4
build028,BBF10K_001535,C4,C4
build028,BBF10K_001541,D4,D4
build028,BBF10K_001566,E4,E4
build028,BBF10K_001579,F4,F4
build028,BBF10K_001623,G4,G4
build028,BBF10K_001635,H4,H4
build028,BBF10K_001638,A5,A5
build028,BBF10K_001656,B5,B5
build028,BBF10K_001708,C5,C5
build028,BBF10K_001709,D5,D5
build028,BBF10K_001714,E5,E5
build028,BBF10K_001715,F5,F5
build028,BBF10K_001732,G5,G5
build028,BBF10K_001741,H5,H5
build028,BBF10K_001751,A6,A6
build028,BBF10K_001785,B6,B6
build028,BBF10K_001806,C6,C6
build028,BBF10K_001808,D6,D6
build028,BBF10K_001860,E6,E6
build028,BBF10K_001890,F6,F6
build028,BBF10K_001903,G6,G6
build028,BBF10K_001909,H6,H6
build028,BBF10K_001914,A7,A7
build028,BBF10K_002033,B7,B7
build028,BBF10K_002036,C7,C7
build028,BBF10K_002054,D7,D7
build028,BBF10K_002076,E7,E7
build028,BBF10K_002104,F7,F7
build028,BBF10K_002106,G7,G7
build028,BBF10K_002119,H7,H7
build028,BBF10K_002128,A8,A8
build028,BBF10K_002133,B8,B8
build028,BBF10K_002141,C8,C8
build028,BBF10K_002142,D8,D8
build028,BBF10K_002185,E8,E8
build028,BBF10K_002208,F8,F8
build028,BBF10K_002233,G8,G8
build028,BBF10K_002264,H8,H8
build028,BBF10K_002280,A9,A9
build028,BBF10K_002289,B9,B9
build028,BBF10K_002306,C9,C9
build028,BBF10K_002352,D9,D9
build028,BBF10K_002392,E9,E9
build028,BBF10K_002439,F9,F9
build028,BBF10K_002464,G9,G9
build028,BBF10K_002480,H9,H9
build028,BBF10K_002489,A10,A10
build028,BBF10K_002520,B10,B10
build028,BBF10K_002575,C10,C10
build028,BBF10K_002637,D10,D10
build028,BBF10K_002698,E10,E10
build028,BBF10K_003047,F10,F10
build028,BBF10K_002748,G10,G10
build028,BBF10K_002814,H10,H10
build028,BBF10K_002850,A11,A11
build028,BBF10K_002851,B11,B11
build028,BBF10K_002852,C11,C11
build028,BBF10K_002856,D11,D11
build028,BBF10K_002877,E11,E11
build028,BBF10K_002890,F11,F11
build028,BBF10K_002897,G11,G11
build028,BBF10K_002901,H11,H11
build028,BBF10K_002907,A12,A12
build028,BBF10K_002917,B12,B12
build028,BBF10K_002923,C12,C12
build028,BBF10K_003007,D12,D12
build028,BBF10K_003014,E12,E12
build028,BBF10K_003095,F12,F12
build028,BBF10K_003099,G12,G12
build028,BBF10K_003104,H12,H12
