Build,Part,Source Well,Target Well
build014,BBF10K_000948,A1,A1
build014,BBF10K_001027,B1,B1
build014,BBF10K_001232,C1,C1
build014,BBF10K_001820,D1,D1
build014,BBF10K_000763,E1,E1
build014,BBF10K_000766,F1,F1
build014,BBF10K_000767,G1,G1
build014,BBF10K_000770,H1,H1
build014,BBF10K_000792,A2,A2
build014,BBF10K_000795,B2,B2
build014,BBF10K_000803,C2,C2
build014,BBF10K_000820,D2,D2
build014,BBF10K_000840,E2,E2
build014,BBF10K_000844,F2,F2
build014,BBF10K_000853,G2,G2
build014,BBF10K_000881,H2,H2
build014,BBF10K_000889,A3,A3
build014,BBF10K_000890,B3,B3
build014,BBF10K_000899,C3,C3
build014,BBF10K_000915,D3,D3
build014,BBF10K_000917,E3,E3
build014,BBF10K_000920,F3,F3
build014,BBF10K_000925,G3,G3
build014,BBF10K_000927,H3,H3
build014,BBF10K_000928,A4,A4
build014,BBF10K_000936,B4,B4
build014,BBF10K_000937,C4,C4
build014,BBF10K_000947,D4,D4
build014,BBF10K_000953,E4,E4
build014,BBF10K_000956,F4,F4
build014,BBF10K_000957,G4,G4
build014,BBF10K_000961,H4,H4
build014,BBF10K_000964,A5,A5
build014,BBF10K_000968,B5,B5
build014,BBF10K_000969,C5,C5
build014,BBF10K_000971,D5,D5
build014,BBF10K_000977,E5,E5
build014,BBF10K_000996,F5,F5
build014,BBF10K_000998,G5,G5
build014,BBF10K_001001,H5,H5
build014,BBF10K_001013,A6,A6
build014,BBF10K_001017,B6,B6
build014,BBF10K_001018,C6,C6
build014,BBF10K_001023,D6,D6
build014,BBF10K_001037,E6,E6
build014,BBF10K_001038,F6,F6
build014,BBF10K_001042,G6,G6
build014,BBF10K_001045,H6,H6
build014,BBF10K_001056,A7,A7
build014,BBF10K_001068,B7,B7
build014,BBF10K_001082,C7,C7
build014,BBF10K_001090,D7,D7
build014,BBF10K_001105,E7,E7
build014,BBF10K_001137,F7,F7
build014,BBF10K_001143,G7,G7
build014,BBF10K_001148,H7,H7
build014,BBF10K_001150,A8,A8
build014,BBF10K_001162,B8,B8
build014,BBF10K_001167,C8,C8
build014,BBF10K_001175,D8,D8
build014,BBF10K_001181,E8,E8
build014,BBF10K_001184,F8,F8
build014,BBF10K_001185,G8,G8
build014,BBF10K_001186,H8,H8
build014,BBF10K_001194,A9,A9
build014,BBF10K_001210,B9,B9
build014,BBF10K_001222,C9,C9
build014,BBF10K_001227,D9,D9
build014,BBF10K_001246,E9,E9
build014,BBF10K_001250,F9,F9
build014,BBF10K_001255,G9,G9
build014,BBF10K_001264,H9,H9
build014,BBF10K_001282,A10,A10
build014,BBF10K_001504,B10,B10
build014,BBF10K_001651,C10,C10
build014,BBF10K_001735,D10,D10
build014,BBF10K_001755,E10,E10
build014,BBF10K_001763,F10,F10
build014,BBF10K_001778,G10,G10
build014,BBF10K_001800,H10,H10
build014,BBF10K_001852,A11,A11
build014,BBF10K_002046,B11,B11
build014,BBF10K_002177,C11,C11
build014,BBF10K_002189,D11,D11
build014,BBF10K_002199,E11,E11
build014,BBF10K_002415,F11,F11
build014,BBF10K_002424,G11,G11
build014,BBF10K_002433,H11,H11
build014,BBF10K_002522,A12,A12
build014,BBF10K_002555,B12,B12
build014,BBF10K_002589,C12,C12
build014,BBF10K_002766,D12,D12
build014,BBF10K_002777,E12,E12
build014,BBF10K_002830,F12,F12
build014,BBF10K_003069,G12,G12
build014,BBF10K_002898,H12,H12
